Month,Wind-onshore,Wind-offshore,Wind-unknown,Hydro/marine,Unspecifiedmechanical/other,Unspecifiedrenewableenergy,Unspecifiedheat,Solar,Geothermal,Solid-agriculturalbiomass(inc.energycrops),Solid-agriculturalproducts,Solid-renewablefuels(inc.For&Agbp&w),Solid-forestryproducts,Solid-forestryby-products&waste,Gas-landfill,Gas-sewage,Gas-otherbiogas,Solid-municipalbiogenicwaste,Liquid-renewablefuels(inc.Mun.waste),Liquid-blackliquor,Solid-unspecifiedwood,Solid-industrial&commercialwaste,Unknown,Unknown,Solid-Unknown,Solid-Hardcoal,Solid-Browncoal,Solid-Peat,Solid-Municipalsolidwaste,Solid-Industrialandcommercialwaste,Liquid-Unknown,Liquid-Crudeoil,Liquid-Naturalgas,Liquid-Petroleumproducts,Gaseous-Unknown,Gaseous-Naturalgas,Gaseous-Coal-derivedgas,Gaseous-Petroleumproducts,Gaseous-Municipalgasplant,Gaseous-Processgas,Heat-unknown,Heat-Processheat,Total
01/06/2016,784840,381836,610622,14318521,0,28616,0,134317,340562,90713,0,116641,26512,23600,15556,392,43701,77038,36538,41481,61825,28169,596070,0,0,0,0,0,3440,1051,0,0,0,0,0,83,0,0,0,0,0,0,17762124
01/07/2016,1426351,563432,433480,9490331,174,23711,0,102565,236130,19463,6899,109466,12033,88221,2309,344,45802,87080,127,33448,86551,24625,2962083,0,0,0,0,4610,21463,900,0,0,0,0,0,1,0,0,0,0,0,0,15781599
01/08/2016,1468121,527539,233530,7268524,1,42802,0,73308,0,33187,155,76564,2646,84361,1157,612,26850,96077,2231,204864,12840,12516,0,0,0,0,0,3039,0,0,0,0,0,0,0,387,0,0,0,0,0,0,10171311
01/09/2016,1183264,183971,898584,6962746,146,80330,0,17644,72086,111388,10739,152347,239529,132860,5330,160,144939,63744,2516,52136,35632,39705,258190,0,0,0,0,0,11380,7764,0,0,0,0,0,91031,0,0,0,0,0,0,10758161
01/10/2016,724752,470880,674618,7279337,0,43996,0,135936,261446,45544,1789,207322,92974,120942,6249,196,108688,182680,129664,29473,93703,149356,0,0,0,0,0,0,333,0,0,0,0,0,0,23,0,0,0,0,0,0,10759901
01/11/2016,960028,827662,662334,8891030,0,7654,0,468362,500603,22033,91,59408,172580,136756,1563,290,68955,125848,24818,48015,61737,35841,768001,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,13843773
01/12/2016,1633001,1233745,1930665,21076599,2,84586,0,1468271,373046,111529,8023,289988,159733,81954,2802,1958,85873,441464,60573,324277,108795,73768,17472,0,0,609000,0,0,12230,1314,0,0,0,0,0,273,0,0,0,0,0,0,30190941
01/01/2017,2479943,554998,3147735,51690967,0,266114,0,904980,725737,123489,12090,213503,153204,311902,42872,19756,152028,528289,144689,396422,158008,99719,0,0,0,0,0,0,0,654,0,0,0,3,0,5337,0,0,0,0,0,0,62132439
01/02/2017,1649906,654302,3009545,28080006,198,80737,0,470709,179466,88909,2282,154805,179175,261503,4736,844,63842,353002,270119,180699,301543,58382,403,0,0,0,0,0,2369,11398,0,0,0,0,0,847,0,0,0,0,0,0,36059727
01/03/2017,38086453,1921719,3901387,102986628,4784,100360,0,9601951,1919696,702666,46381,2027215,467694,521030,81061,15359,437990,877576,709533,1507411,332105,1118718,127988,0,0,0,0,0,6225,576,0,0,0,53555,0,2486267,0,0,0,0,0,0,170042328
01/04/2017,1354050,957325,3740643,33302593,0,200428,0,2154535,221853,117729,21278,546693,72889,123534,8474,2316,170494,155198,129280,0,50340,72883,2619038,0,0,0,0,0,30028,663,0,0,0,0,0,306096,0,0,0,0,0,0,46358360
01/05/2017,1626105,536768,1957110,35664774,0,157631,0,2641252,55661,179567,69022,87154,236264,169100,22174,1517,272909,322662,10452,329,43383,281043,8348784,1,0,0,0,0,313889,38903,0,0,0,12,0,174473,0,0,0,0,0,0,53210939
01/06/2017,860114,719506,1532058,12399637,0,258038,0,2435067,30440,79143,1949,473966,15474,109195,8874,8527,292858,64900,45233,186766,54987,12288,99921,0,0,0,0,0,2310,1237,0,0,0,0,0,175,0,0,0,0,0,0,19692663
01/07/2017,901772,627899,438259,7440305,0,71410,0,229068,168247,77546,584,39831,37753,75543,1019,306,68184,179853,22618,248141,71556,3583,36992,0,0,0,0,0,12318,1580,0,0,0,0,0,64,0,0,0,0,0,0,10754431
01/08/2017,971647,759681,560714,9030734,120980,232239,0,99060,103992,99789,190,129661,320299,198830,5006,291,91528,205955,50011,0,80152,42647,33113,88,0,0,0,0,23577,535,0,0,0,0,0,936,0,0,0,0,0,0,13161655
01/09/2017,1389899,875654,569788,9117041,0,150856,0,153794,219903,260940,3559,87224,127159,138996,5434,386,152291,243992,50466,31623,151594,102070,279408,0,0,0,0,0,9870,0,0,0,0,0,0,98951,0,0,0,0,0,0,14220898
01/10/2017,1188965,853602,734216,9086597,0,76454,0,708670,65559,158992,4752,115179,232911,327069,2504,539,515674,184241,101856,791334,133556,201655,69388,0,0,0,0,0,0,1106,0,0,0,0,0,12462,0,0,0,0,0,0,15567281
01/11/2017,2157029,1037109,1115864,10523760,0,30388,0,1590520,30091,94390,22528,106495,111161,210875,4942,1056,232477,374173,12253,239291,121082,65937,0,0,0,0,0,0,9197,0,0,0,0,0,0,197,0,0,0,0,0,0,18090815
01/12/2017,2728762,1092558,2046594,16131633,2063,79937,0,1547955,74892,279476,33,163090,206427,359326,12749,4282,354408,492976,46020,134982,158405,125445,0,0,0,0,0,0,0,0,0,0,0,0,0,751538,0,0,0,0,0,0,26793551
01/01/2018,3770414,1012773,6571025,56788007,0,432807,0,2097471,1066140,488510,38198,346544,140122,277927,28838,17135,468194,506616,157135,340221,323322,1285429,6000,28,0,0,0,4653,33735,1976,55,0,0,0,0,906,0,0,0,0,0,0,76204181
01/02/2018,2404378,771287,2618629,29964584,0,364638,0,503068,678318,508543,16973,444112,282908,412257,28192,18805,505334,403434,178761,360651,374617,701826,0,1,0,0,0,0,0,0,0,0,0,0,0,590771,0,0,0,0,0,0,42132087
01/03/2018,41506032,716833,5784899,93019015,0,359756,0,12907758,3179103,1379153,144371,2700277,462737,604779,60125,3409,1857714,2627821,1185976,1736745,876950,2860988,140848,7,0,0,0,0,0,11881,0,0,0,60139,0,1775815,0,0,0,0,0,0,175963131
01/04/2018,1876340,644497,1939224,43603911,0,384516,0,941350,438615,84300,49819,649380,128963,130559,5225,2907,1146699,200191,183890,15845,131515,71112,4525377,2,0,0,0,0,53556,86931,0,0,0,0,0,245041,0,0,0,0,0,0,57539765
01/05/2018,1989384,678968,3959553,31719027,0,300561,0,1495900,485529,287864,14160,201137,90638,138768,1869,5428,842955,422117,122484,33713,15567,172232,9396219,1718,0,0,0,0,250624,41592,0,0,0,0,0,173052,0,0,0,0,0,0,52841059
01/06/2018,1240640,650430,4300087,11425395,6561,77932,8159,1376268,85628,224114,3006,353145,524818,104183,47789,593,4529614,269184,356621,8060,35523,175322,103936,0,0,0,0,0,10505,0,0,0,0,0,0,410,0,0,0,0,0,0,25917923
01/07/2018,1374279,442761,930252,7081590,0,90642,0,175257,19065,84081,2143,87842,220027,59105,1328,518,73450,256177,5433,288,14018,427015,0,1,0,0,0,0,49,1477,0,0,0,0,0,135157,0,0,0,0,0,0,11481955
01/08/2018,1680399,416028,177165,10772822,0,46328,0,185860,17469,95993,523,17461,337479,87259,5288,680,111162,409493,95284,3575,34870,174996,23396,258,303,0,0,0,2969,483,759,0,0,0,755,0,0,0,0,0,0,0,14699057
01/09/2018,1896439,1003640,653091,9678937,0,86827,0,51763,30958,122732,2471,42032,122396,220723,1368,386,76052,241834,96868,35024,111054,72963,2717,0,0,0,0,0,18545,0,1,0,0,0,138,80212,0,0,0,0,0,0,14649171
01/10/2018,2232050,760829,585250,9429375,0,56732,0,102181,0,231850,5186,73028,147438,52480,4726,437,271511,249627,117541,290585,94278,283531,118561,183,0,0,0,0,6816,1036,163,0,0,0,13807,0,0,0,0,0,0,0,15129201
01/11/2018,4456017,632965,765045,10183789,0,43747,0,68241,14375,187445,22304,40769,364843,105128,16020,828,76279,235005,57270,67927,64866,60596,7660,3,0,0,0,0,3,634,1111,0,0,0,14489,0,0,0,0,0,0,0,17487359
01/12/2018,6417740,762832,1488084,24206892,0,85084,0,733828,192047,544313,31427,360500,330471,194023,4802,1305,380071,759002,90372,158228,262909,593440,45000,0,0,100000,0,0,6,115579,7,0,0,327,68513,1763061,0,0,0,0,0,0,39689863
01/01/2019,13103318,1248340,2065860,55589869,0,1091845,0,3206991,1612664,944352,104681,1134105,494475,432026,62735,38546,336108,839971,611290,727292,388109,752275,264323,37,0,0,0,9802,0,14021,130,0,0,107900,5646,2290952,0,0,0,0,0,0,87477663
01/02/2019,5450506,2612569,1506521,38066201,0,103054,0,1465618,1987296,380584,32371,130940,299472,310159,9871,1155,210920,412683,375425,667393,299181,695394,270307,0,0,0,0,0,28053,0,3,0,0,0,6598,2136,0,0,0,0,0,0,55324410
01/03/2019,66263015,2372188,5598916,115075653,0,8770500,0,17718855,6336699,724738,40386,3388826,374770,495139,41078,14873,1030332,1526833,914757,2447279,692075,915821,243908,0,0,6800,0,0,402,0,174,0,0,1283122,5299,17569047,0,0,0,0,0,0,253851485
01/04/2019,7139905,792815,798195,63014205,0,450913,22881,1982840,144511,845277,128805,1539188,89145,89215,12666,7898,1183958,368397,277218,185575,195789,379311,4652540,145,0,1103711,0,0,167669,117762,424,0,0,0,142829,8646752,0,0,0,0,0,0,94480539
01/05/2019,4812624,904204,1138778,36550688,0,108516,0,2625994,1236,1323069,14108,160737,489958,203733,10924,3646,956279,406265,376961,1220,199749,169229,4737481,46,628802,0,0,0,287652,35043,10515,0,0,0,264377,381488,0,0,0,0,0,0,56803322
01/06/2019,9295655,1102390,1314155,18045595,0,174975,9008,6573677,279938,153661,63400,206933,132603,73212,5203,1814,3916588,282915,469150,43225,105532,199095,161533,0,0,0,0,0,860,604,2,0,0,0,4721,233,0,0,0,0,0,0,42616677
01/07/2019,2064316,862522,598873,12993871,0,116532,0,379220,28965,106276,42146,25801,201051,23761,2003,1023,120642,171696,59134,2482,57159,154593,265483,0,0,0,0,0,9896,945,1,0,0,0,13472,0,0,0,0,0,0,0,18301863
01/08/2019,2002413,377309,626500,9281050,0,85351,0,340315,26739,108649,10848,45809,197587,140066,7070,1205,130407,266816,99027,253735,106642,169676,1299083,0,0,0,0,0,11,0,1,0,0,0,228,0,0,0,0,0,0,0,15576537
01/09/2019,2176367,255703,810826,11876353,0,102867,0,309911,0,116280,37453,49053,248991,230560,2396,1398,155057,288980,119354,231772,136516,261908,18687,0,0,0,0,0,72,0,1,0,0,0,34385,47,0,0,0,0,0,0,17464937
01/10/2019,2391520,849025,856370,13438316,0,59165,0,419935,99725,185238,7012,128357,211249,260701,32547,861,160914,297007,103895,254260,190441,360410,501668,0,0,0,0,0,1189,1691,2,0,0,0,257,12511,0,0,0,0,0,0,20824266
01/11/2019,3131011,462192,1057991,13807379,0,168970,0,1160834,105186,246039,11877,15134,285562,101207,1877,2645,128146,182086,28018,259831,80155,44829,139802,213,0,0,0,0,1781,0,342,0,0,0,808,32531,0,0,0,0,0,0,21456446
01/12/2019,10552753,1064895,2172386,22726212,0,76928,7423,1148472,158048,617458,43577,338791,580537,288134,3273,1664,330020,386699,433969,530090,233727,504062,52829,0,0,0,0,0,1089,83036,46,0,0,272,4885,1563663,0,0,0,0,0,0,43904938
01/01/2020,8021105,1071441,2370944,49818797,0,369896,0,1504125,912580,353018,42420,517201,269750,419786,35010,35547,739560,513385,400761,796229,438567,247616,349853,0,0,0,0,1288,22705,1295,48,0,0,0,6441,657987,0,0,0,0,0,0,69917355
01/02/2020,15644446,2751170,1283744,32626565,0,334861,0,2467586,1891910,530933,9410,686353,241527,379663,13120,9827,453613,448726,467789,536719,288979,253789,864541,0,0,394969,0,2227,5929,336,55,0,0,145384,5982,4170573,0,0,0,0,0,0,66910726
01/03/2020,76321257,2536622,7193227,127405523,0,7166864,7628,21021072,7962365,993070,143636,4980445,613748,505821,80061,23257,1478719,1795803,2847973,1932635,927267,929365,2221880,0,0,789622,0,1080,116299,56000,50,0,0,1445574,14511,19200527,0,0,0,0,0,0,290711901
01/04/2020,10891697,646411,1234434,61568135,0,186028,3804,2545544,119836,349667,32755,1359767,108339,388536,28594,7995,1699394,552908,471065,401511,379239,176118,5044001,0,28355,662284,0,1171,53227,64168,37,0,0,0,83896,9352900,0,0,0,0,0,0,98441816
01/05/2020,6637708,869413,1287741,42804650,0,206387,0,2155311,122374,1158941,46715,133378,152667,194505,3118,3015,856418,285754,258852,197396,51296,82148,7175630,0,251275,235249,0,993,287129,34925,10954,0,0,0,244229,3157238,0,0,0,0,0,0,68905409
01/06/2020,11818580,1188580,2814698,17891356,0,85859,10094,7790566,516905,337866,45599,478846,413745,1006918,6746,2163,4395571,284389,630731,778626,211760,155629,1993952,0,0,162993,0,261,91496,0,20,0,0,0,12205,2600528,0,0,0,0,0,0,55726682
01/07/2020,2531501,494067,536352,8205432,0,46792,0,448912,229,52576,4400,191224,27569,75760,1129,952,102352,146266,52960,38948,73206,116194,670063,0,0,128841,0,0,15366,1256,1,0,0,0,181,2879599,0,0,0,0,0,0,16842128
01/08/2020,3034498,473749,624181,9124590,0,116923,0,486889,83049,53885,8902,43336,263854,131452,6421,1046,145980,191546,132719,398848,39069,84877,842081,0,0,143823,0,0,0,575,15,0,0,0,161,2562849,0,0,0,0,0,0,18995318
01/09/2020,2420588,693630,1687536,13512190,0,165792,0,741954,135389,192926,5274,165044,475261,119218,4454,991,197368,262109,97753,205947,159836,125645,715148,0,0,246877,0,143,22818,582,6,0,0,0,29096,2829778,0,0,0,0,0,0,25213353
01/10/2020,5525524,1107655,601600,19673395,0,69260,5311,497832,10507,204265,4756,25387,520663,123911,17819,18357,82068,163001,71719,219925,111690,94731,837285,0,0,527023,0,162,137,391,15,0,0,0,354,3168407,218632,0,0,0,0,0,33901782
01/11/2020,6670794,1078285,1123755,12283497,0,62799,0,593681,76742,74242,5971,46595,330754,205435,8024,11004,135764,344129,29711,68709,157317,118993,1651980,0,0,380466,0,0,166,661,49,0,0,0,62402,2670366,204621,0,0,0,0,0,28396912
01/12/2020,10054313,1755931,2178732,23315345,0,225503,2619,2292880,118806,343163,43390,610341,390800,549284,4570,5874,442007,339938,287056,510623,270662,204391,860702,0,14441,184272,0,1344,4389,94503,37,0,0,487,4176,4351229,1346385,0,0,0,0,0,50808193
